Age,Gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction,premium_yes,plan,primary_genre,segment,segment_label,frequency_band,recommendation_band,is_high_intent,record_count
35~60,Female,1 year to 2 years,Smartphone,Individual Plan- Rs 119/month,No,,Music,Rap,Morning,Relaxation and stress relief,Never,Playlists,2,Rarely,Comedy,Story telling,Well known individuals,,Dissatisfied,0,individual,Rap,,Unsampled,Low,Low rating,0,1
35~60,Male,1 year to 2 years,Computer or laptop,Family Plan-Rs 179/month,No,Student Plan-Rs 59/month,Podcast,Rap,Afternoon,Sadness or melancholy,Daily,Recommendations,2,Daily,Sports,Story telling,,Long (more than 30 minutes),Very Dissatisfied,0,family,Rap,0.0,Segment 0,High,Low rating,0,1
35~60,Others,Less than 6 months,Computer or laptop,Family Plan-Rs 179/month,Yes,Student Plan-Rs 59/month,Music,Rock,Night,Social gatherings or parties,Rarely,Recommendations,2,Daily,Technology,Discussion,Famous personalities,Short (less than 15 minutes),Neutral,1,family,Rock,0.0,Segment 0,Low,Low rating,0,1
20~35,Male,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Jazz,Afternoon,Social gatherings or parties,Several times a week,Playlists,5,Once a week,Lifestyle and Health,,Both,Long (more than 30 minutes),Satisfied,1,free,Jazz,,Unsampled,High,High rating,1,1
12~20,Female,6 months to 1 year,Computer or laptop,Family Plan-Rs 179/month,Yes,Student Plan-Rs 59/month,Podcast,Jazz,Morning,Sadness or melancholy,Several times a week,Recommendations,5,Several times a week,,Discussion,Both,Medium (15-30 minutes),Very Dissatisfied,1,family,Jazz,,Unsampled,High,High rating,1,1
35~60,Female,1 year to 2 years,Computer or laptop,Free (ad-supported),Yes,,Music,Jazz,Afternoon,Social gatherings or parties,Daily,Recommendations,2,Rarely,Sports,,,Short (less than 15 minutes),Neutral,1,free,Jazz,,Unsampled,High,Low rating,0,1
12~20,Others,1 year to 2 years,Tablet,Student Plan-Rs 59/month,No,,Music,Pop,Morning,Sadness or melancholy,Daily,Playlists,4,Rarely,Comedy,Story telling,Both,Medium (15-30 minutes),Very Dissatisfied,0,student,Pop,,Unsampled,High,High rating,0,1
20~35,Male,1 year to 2 years,Tablet,Student Plan-Rs 59/month,No,Student Plan-Rs 59/month,Podcast,Pop,Morning,Relaxation and stress relief,Daily,Recommendations,2,Daily,Sports,Interview,Famous personalities,Long (more than 30 minutes),Dissatisfied,0,student,Pop,0.0,Segment 0,High,Low rating,0,1
12~20,Others,Less than 6 months,Tablet,Individual Plan- Rs 119/month,No,Individual Plan- Rs 119/month,Podcast,Classical,Night,Sadness or melancholy,Daily,Recommendations,1,Never,Technology,Interview,Well known individuals,Medium (15-30 minutes),Very Satisfied,0,individual,Classical,,Unsampled,High,Low rating,0,1
20~35,Female,Less than 6 months,Computer or laptop,Family Plan-Rs 179/month,Yes,Individual Plan- Rs 119/month,Music,Jazz,Afternoon,Sadness or melancholy,Never,Playlists,4,Once a week,Sports,Story telling,,Long (more than 30 minutes),Satisfied,1,family,Jazz,,Unsampled,Low,High rating,0,1
12~20,Others,More than 2 years,Computer or laptop,Family Plan-Rs 179/month,Yes,Individual Plan- Rs 119/month,Podcast,Rock,Night,Social gatherings or parties,Rarely,Playlists,4,Daily,Comedy,Story telling,Famous personalities,Short (less than 15 minutes),Satisfied,1,family,Rock,,Unsampled,Low,High rating,0,1
12~20,Others,Less than 6 months,Smart speakers or voice assistants,Free (ad-supported),Yes,,Podcast,Classical,Night,Sadness or melancholy,Daily,Recommendations,3,Rarely,,Interview,,Medium (15-30 minutes),Dissatisfied,1,free,Classical,0.0,Segment 0,High,Neutral rating,0,1
12~20,Others,1 year to 2 years,Smartphone,Individual Plan- Rs 119/month,Yes,Individual Plan- Rs 119/month,Music,Jazz,Night,Relaxation and stress relief,Rarely,Recommendations,2,Never,Comedy,Interview,Both,Long (more than 30 minutes),Dissatisfied,1,individual,Jazz,,Unsampled,Low,Low rating,0,1
35~60,Others,6 months to 1 year,Smartphone,Family Plan-Rs 179/month,Yes,Individual Plan- Rs 119/month,Music,Melody,Evening,Social gatherings or parties,Daily,Playlists,3,Once a week,,Story telling,Famous personalities,Short (less than 15 minutes),Dissatisfied,1,family,Melody,0.0,Segment 0,High,Neutral rating,0,1
12~20,Others,6 months to 1 year,Smart speakers or voice assistants,Individual Plan- Rs 119/month,No,,Music,Melody,Evening,Sadness or melancholy,Once a week,Playlists,1,Rarely,Sports,Interview,,Medium (15-30 minutes),Very Satisfied,0,individual,Melody,0.0,Segment 0,Medium,Low rating,0,1
20~35,Male,More than 2 years,Smart speakers or voice assistants,Family Plan-Rs 179/month,Yes,Individual Plan- Rs 119/month,Podcast,Classical,Morning,Sadness or melancholy,Rarely,Recommendations,3,Several times a week,Sports,Story telling,Well known individuals,Medium (15-30 minutes),Very Satisfied,1,family,Classical,,Unsampled,Low,Neutral rating,0,1
35~60,Female,1 year to 2 years,Tablet,Individual Plan- Rs 119/month,Yes,,Music,Pop,Evening,Relaxation and stress relief,Never,Recommendations,3,Several times a week,Lifestyle and Health,,Well known individuals,Long (more than 30 minutes),Neutral,1,individual,Pop,,Unsampled,Low,Neutral rating,0,1
12~20,Female,Less than 6 months,Tablet,Individual Plan- Rs 119/month,Yes,Individual Plan- Rs 119/month,Music,Melody,Afternoon,Social gatherings or parties,Rarely,Playlists,1,Never,Technology,,Well known individuals,Long (more than 30 minutes),Very Dissatisfied,1,individual,Melody,,Unsampled,Low,Low rating,0,1
35~60,Others,More than 2 years,Tablet,Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Rap,Afternoon,Social gatherings or parties,Daily,Recommendations,1,Never,Lifestyle and Health,Story telling,Both,Long (more than 30 minutes),Satisfied,1,free,Rap,,Unsampled,High,Low rating,0,1
35~60,Male,6 months to 1 year,Computer or laptop,Free (ad-supported),No,Individual Plan- Rs 119/month,Podcast,Jazz,Afternoon,Social gatherings or parties,Daily,Recommendations,3,Rarely,Sports,,,Short (less than 15 minutes),Very Satisfied,0,free,Jazz,,Unsampled,High,Neutral rating,0,1
20~35,Others,Less than 6 months,Computer or laptop,Free (ad-supported),Yes,Individual Plan- Rs 119/month,Music,Rock,Morning,Social gatherings or parties,Several times a week,Playlists,2,Daily,Lifestyle and Health,Interview,Both,Medium (15-30 minutes),Dissatisfied,1,free,Rock,,Unsampled,High,Low rating,0,1
20~35,Others,More than 2 years,Computer or laptop,Family Plan-Rs 179/month,Yes,,Music,Rock,Night,Relaxation and stress relief,Rarely,Recommendations,2,Rarely,Technology,Story telling,Famous personalities,Long (more than 30 minutes),Very Dissatisfied,1,family,Rock,,Unsampled,Low,Low rating,0,1
35~60,Female,6 months to 1 year,Smartphone,Student Plan-Rs 59/month,No,Student Plan-Rs 59/month,Podcast,Jazz,Evening,Sadness or melancholy,Daily,Playlists,5,Daily,Comedy,Interview,Well known individuals,Short (less than 15 minutes),Neutral,0,student,Jazz,,Unsampled,High,High rating,0,1
35~60,Male,1 year to 2 years,Tablet,Free (ad-supported),Yes,,Podcast,Classical,Afternoon,Relaxation and stress relief,Rarely,Recommendations,4,Daily,,Story telling,Famous personalities,Medium (15-30 minutes),Satisfied,1,free,Classical,0.0,Segment 0,Low,High rating,0,1
20~35,Female,1 year to 2 years,Smartphone,Family Plan-Rs 179/month,Yes,Family Plan-Rs 179/month,Podcast,Rock,Afternoon,Relaxation and stress relief,Never,Recommendations,5,Once a week,Lifestyle and Health,,Well known individuals,Long (more than 30 minutes),Very Dissatisfied,1,family,Rock,,Unsampled,Low,High rating,0,1
12~20,Male,More than 2 years,Smartphone,Student Plan-Rs 59/month,No,,Music,Classical,Morning,Social gatherings or parties,Rarely,Playlists,3,Daily,,Discussion,Well known individuals,Long (more than 30 minutes),Very Dissatisfied,0,student,Classical,0.0,Segment 0,Low,Neutral rating,0,1
20~35,Female,More than 2 years,Computer or laptop,Individual Plan- Rs 119/month,No,Student Plan-Rs 59/month,Music,Rap,Night,Sadness or melancholy,Rarely,Recommendations,3,Never,Technology,,Famous personalities,Long (more than 30 minutes),Neutral,0,individual,Rap,,Unsampled,Low,Neutral rating,0,1
35~60,Others,6 months to 1 year,Computer or laptop,Free (ad-supported),No,Family Plan-Rs 179/month,Podcast,Jazz,Morning,Relaxation and stress relief,Rarely,Recommendations,5,Once a week,Lifestyle and Health,Discussion,,Short (less than 15 minutes),Very Satisfied,0,free,Jazz,,Unsampled,Low,High rating,0,1
35~60,Male,6 months to 1 year,Smartphone,Free (ad-supported),No,,Music,Rock,Afternoon,Social gatherings or parties,Never,Playlists,5,Never,Lifestyle and Health,Discussion,Both,Medium (15-30 minutes),Very Dissatisfied,0,free,Rock,,Unsampled,Low,High rating,0,1
35~60,Others,6 months to 1 year,Smartphone,Family Plan-Rs 179/month,Yes,,Music,Melody,Afternoon,Social gatherings or parties,Rarely,Recommendations,1,Daily,Comedy,,,Short (less than 15 minutes),Very Satisfied,1,family,Melody,0.0,Segment 0,Low,Low rating,0,1
35~60,Male,More than 2 years,Computer or laptop,Family Plan-Rs 179/month,Yes,Family Plan-Rs 179/month,Podcast,Rock,Morning,Sadness or melancholy,Daily,Recommendations,2,Daily,Lifestyle and Health,,,Long (more than 30 minutes),Satisfied,1,family,Rock,,Unsampled,High,Low rating,0,1
20~35,Male,1 year to 2 years,Smart speakers or voice assistants,Individual Plan- Rs 119/month,No,Family Plan-Rs 179/month,Podcast,Rock,Morning,Relaxation and stress relief,Rarely,Playlists,3,Several times a week,Lifestyle and Health,Story telling,Well known individuals,Short (less than 15 minutes),Very Dissatisfied,0,individual,Rock,,Unsampled,Low,Neutral rating,0,1
20~35,Female,Less than 6 months,Computer or laptop,Family Plan-Rs 179/month,Yes,Family Plan-Rs 179/month,Podcast,Jazz,Evening,Relaxation and stress relief,Once a week,Recommendations,4,Several times a week,Sports,Story telling,Well known individuals,Long (more than 30 minutes),Neutral,1,family,Jazz,,Unsampled,Medium,High rating,0,1
12~20,Others,Less than 6 months,Computer or laptop,Free (ad-supported),Yes,Individual Plan- Rs 119/month,Podcast,Rock,Morning,Relaxation and stress relief,Never,Playlists,5,Several times a week,Comedy,Story telling,Both,,Very Satisfied,1,free,Rock,,Unsampled,Low,High rating,0,1
12~20,Others,1 year to 2 years,Smart speakers or voice assistants,Individual Plan- Rs 119/month,No,Individual Plan- Rs 119/month,Music,Melody,Morning,Social gatherings or parties,Rarely,Recommendations,4,Never,Technology,Story telling,,Medium (15-30 minutes),Very Satisfied,0,individual,Melody,0.0,Segment 0,Low,High rating,0,1
35~60,Female,1 year to 2 years,Computer or laptop,Free (ad-supported),Yes,Family Plan-Rs 179/month,Podcast,Rap,Afternoon,Relaxation and stress relief,Once a week,Recommendations,3,Rarely,Comedy,,,Medium (15-30 minutes),Very Satisfied,1,free,Rap,0.0,Segment 0,Medium,Neutral rating,0,1
20~35,Female,Less than 6 months,Computer or laptop,Free (ad-supported),Yes,,Podcast,Rap,Night,Relaxation and stress relief,Never,Recommendations,5,Rarely,,Story telling,Famous personalities,,Neutral,1,free,Rap,,Unsampled,Low,High rating,0,1
12~20,Female,More than 2 years,Computer or laptop,Family Plan-Rs 179/month,Yes,Student Plan-Rs 59/month,Music,Rock,Afternoon,Sadness or melancholy,Several times a week,Playlists,5,Several times a week,,Story telling,Famous personalities,,Very Dissatisfied,1,family,Rock,,Unsampled,High,High rating,1,1
35~60,Others,6 months to 1 year,Smartphone,Free (ad-supported),No,Family Plan-Rs 179/month,Podcast,Classical,Afternoon,Relaxation and stress relief,Never,Playlists,1,Daily,Sports,Discussion,,Medium (15-30 minutes),Satisfied,0,free,Classical,0.0,Segment 0,Low,Low rating,0,1
20~35,Female,6 months to 1 year,Smart speakers or voice assistants,Family Plan-Rs 179/month,No,Student Plan-Rs 59/month,Podcast,Jazz,Afternoon,Social gatherings or parties,Rarely,Playlists,1,Never,,Discussion,Famous personalities,,Very Satisfied,0,family,Jazz,,Unsampled,Low,Low rating,0,1
12~20,Others,Less than 6 months,Tablet,Individual Plan- Rs 119/month,No,Student Plan-Rs 59/month,Podcast,Rock,Afternoon,Sadness or melancholy,Once a week,Playlists,1,Never,,,Famous personalities,,Very Dissatisfied,0,individual,Rock,,Unsampled,Medium,Low rating,0,1
20~35,Male,Less than 6 months,Smartphone,Individual Plan- Rs 119/month,Yes,Student Plan-Rs 59/month,Podcast,Rap,Night,Social gatherings or parties,Rarely,Recommendations,3,Daily,Technology,Interview,Well known individuals,,Very Dissatisfied,1,individual,Rap,0.0,Segment 0,Low,Neutral rating,0,1
20~35,Others,6 months to 1 year,Tablet,Individual Plan- Rs 119/month,Yes,Student Plan-Rs 59/month,Podcast,Rock,Morning,Social gatherings or parties,Daily,Playlists,4,Never,,Interview,Both,Medium (15-30 minutes),Very Dissatisfied,1,individual,Rock,,Unsampled,High,High rating,1,1
35~60,Others,Less than 6 months,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/month,Music,Jazz,Evening,Sadness or melancholy,Never,Recommendations,5,Once a week,Sports,,Famous personalities,Medium (15-30 minutes),Very Dissatisfied,1,free,Jazz,0.0,Segment 0,Low,High rating,0,1
35~60,Others,1 year to 2 years,Computer or laptop,Free (ad-supported),No,Family Plan-Rs 179/month,Music,Classical,Evening,Social gatherings or parties,Several times a week,Playlists,4,Several times a week,Lifestyle and Health,Story telling,Both,,Very Dissatisfied,0,free,Classical,,Unsampled,High,High rating,0,1
35~60,Others,Less than 6 months,Tablet,Free (ad-supported),No,,Podcast,Jazz,Evening,Relaxation and stress relief,Rarely,Recommendations,5,Rarely,Lifestyle and Health,Interview,Well known individuals,Short (less than 15 minutes),Neutral,0,free,Jazz,0.0,Segment 0,Low,High rating,0,1
20~35,Female,Less than 6 months,Computer or laptop,Family Plan-Rs 179/month,No,Family Plan-Rs 179/month,Music,Melody,Night,Sadness or melancholy,Once a week,Recommendations,1,Daily,Lifestyle and Health,Story telling,Well known individuals,Medium (15-30 minutes),Satisfied,0,family,Melody,0.0,Segment 0,Medium,Low rating,0,1
20~35,Male,More than 2 years,Computer or laptop,Family Plan-Rs 179/month,Yes,,Podcast,Rap,Afternoon,Sadness or melancholy,Rarely,Playlists,1,Daily,Comedy,Interview,Well known individuals,Long (more than 30 minutes),Very Satisfied,1,family,Rap,,Unsampled,Low,Low rating,0,1
20~35,Others,1 year to 2 years,Smart speakers or voice assistants,Individual Plan- Rs 119/month,No,Family Plan-Rs 179/month,Music,Pop,Night,Sadness or melancholy,Several times a week,Playlists,3,Once a week,,Story telling,Well known individuals,,Very Dissatisfied,0,individual,Pop,,Unsampled,High,Neutral rating,0,1
12~20,Male,Less than 6 months,Tablet,Student Plan-Rs 59/month,No,Individual Plan- Rs 119/month,Music,Pop,Evening,Social gatherings or parties,Rarely,Recommendations,2,Several times a week,Technology,Discussion,Both,,Dissatisfied,0,student,Pop,,Unsampled,Low,Low rating,0,1
35~60,Others,6 months to 1 year,Tablet,Individual Plan- Rs 119/month,Yes,,Podcast,Jazz,Evening,Relaxation and stress relief,Several times a week,Recommendations,3,Rarely,Lifestyle and Health,Discussion,Both,,Satisfied,1,individual,Jazz,,Unsampled,High,Neutral rating,0,1
20~35,Others,1 year to 2 years,Computer or laptop,Student Plan-Rs 59/month,Yes,Individual Plan- Rs 119/month,Podcast,Rap,Evening,Sadness or melancholy,Never,Recommendations,2,Rarely,Comedy,Discussion,Well known individuals,Medium (15-30 minutes),Very Satisfied,1,student,Rap,,Unsampled,Low,Low rating,0,1
35~60,Others,1 year to 2 years,Computer or laptop,Student Plan-Rs 59/month,No,Individual Plan- Rs 119/month,Music,Rock,Morning,Social gatherings or parties,Never,Recommendations,1,Daily,Technology,Story telling,Both,Medium (15-30 minutes),Satisfied,0,student,Rock,,Unsampled,Low,Low rating,0,1
20~35,Male,Less than 6 months,Computer or laptop,Student Plan-Rs 59/month,Yes,Individual Plan- Rs 119/month,Podcast,Rap,Afternoon,Sadness or melancholy,Several times a week,Playlists,5,Daily,Sports,Story telling,Both,Long (more than 30 minutes),Dissatisfied,1,student,Rap,,Unsampled,High,High rating,1,1
20~35,Female,Less than 6 months,Smartphone,Student Plan-Rs 59/month,Yes,,Podcast,Rap,Morning,Relaxation and stress relief,Rarely,Playlists,3,Never,Technology,,,,Neutral,1,student,Rap,,Unsampled,Low,Neutral rating,0,1
12~20,Male,More than 2 years,Smart speakers or voice assistants,Family Plan-Rs 179/month,Yes,Student Plan-Rs 59/month,Music,Jazz,Afternoon,Relaxation and stress relief,Never,Recommendations,3,Daily,Sports,,,Long (more than 30 minutes),Very Dissatisfied,1,family,Jazz,,Unsampled,Low,Neutral rating,0,1
20~35,Others,Less than 6 months,Tablet,Individual Plan- Rs 119/month,Yes,Student Plan-Rs 59/month,Music,Melody,Night,Sadness or melancholy,Several times a week,Playlists,1,Several times a week,Comedy,Story telling,,,Very Dissatisfied,1,individual,Melody,0.0,Segment 0,High,Low rating,0,1
20~35,Female,Less than 6 months,Tablet,Family Plan-Rs 179/month,Yes,,Music,Jazz,Evening,Relaxation and stress relief,Daily,Recommendations,2,Once a week,Sports,Interview,Both,Medium (15-30 minutes),Satisfied,1,family,Jazz,,Unsampled,High,Low rating,0,1
35~60,Female,More than 2 years,Smart speakers or voice assistants,Student Plan-Rs 59/month,Yes,Individual Plan- Rs 119/month,Music,Pop,Night,Social gatherings or parties,Several times a week,Recommendations,4,Daily,Lifestyle and Health,Interview,Famous personalities,Short (less than 15 minutes),Very Dissatisfied,1,student,Pop,,Unsampled,High,High rating,1,1
35~60,Others,Less than 6 months,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan-Rs 59/month,Podcast,Rock,Morning,Relaxation and stress relief,Once a week,Recommendations,4,Several times a week,Lifestyle and Health,Story telling,,Medium (15-30 minutes),Neutral,0,free,Rock,,Unsampled,Medium,High rating,0,1
35~60,Female,Less than 6 months,Computer or laptop,Family Plan-Rs 179/month,Yes,,Music,Classical,Afternoon,Social gatherings or parties,Never,Recommendations,4,Daily,Lifestyle and Health,Discussion,,Medium (15-30 minutes),Neutral,1,family,Classical,,Unsampled,Low,High rating,0,1
12~20,Male,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Family Plan-Rs 179/month,Podcast,Jazz,Night,Relaxation and stress relief,Once a week,Playlists,3,Daily,,Story telling,Both,Long (more than 30 minutes),Dissatisfied,1,free,Jazz,,Unsampled,Medium,Neutral rating,0,1
